formula,score,activation_mean,activation_std,radioactive_mean,radioactive_std,transmuted_mean,transmuted_std,thermal_mean,thermal_std,ductility_mean,ductility_std
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Cu1.0,1.3223273510344595,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.9126652499999998,0.08057540400108149,0.9185757737355916,0.04496669150352849
Mo0.069071-Cu0.930929,1.2961103517529544,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8975029999999998,0.0869659031804994,0.9054026120293804,0.05024388546855674
V0.027334-Cu0.972666,1.2954887662489836,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8959474999999998,0.08570121859547854,0.9050419515202645,0.04902166804983113
V0.046075-Cu0.953925,1.2954887662489836,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8959474999999998,0.08570121859547854,0.9050419515202645,0.04902166804983113
Cu0.933013-Mn0.066987,1.293512625802548,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8961069999999998,0.09120895365039551,0.9043333790828434,0.04775030045487119
Al0.128068-Cu0.871932,1.2927971278222405,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8825307499999999,0.08465573454844921,0.9112273060303308,0.035886592428817345
Cr0.124488-Cu0.875512,1.2881843138156686,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8933962499999999,0.08773161444677452,0.9045359284611818,0.058753056193199225
V0.095343-Cu0.904657,1.286028473570153,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8863309999999999,0.08494074678268373,0.9021062285556785,0.04739216211282272
Cu0.878756-V0.121244,1.2838665165061265,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8853152499999999,0.08700710318667952,0.9015058922511578,0.047544756412113115
Cu0.904051-Ta0.095949,1.2772725448224942,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8936477499999999,0.08511149427332067,0.8893393254749182,0.06642356937019363
Si0.010438-Cu0.989562,1.2681289031297152,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8947764999999999,0.08288186486047473,0.8859522786597531,0.08897142029223883
Cu0.79537-Nb0.20463,1.255321389913041,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8576605,0.07895983735260603,0.8982439701136218,0.05983876802259588
Cu0.825083-Nb0.174917,1.2542357004708193,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.855723,0.07656967135230501,0.895970518462676,0.05717360515203312
Al0.182469-Cu0.817531,1.2509304927647513,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.83252275,0.07685870149135685,0.9100726965760351,0.03410029894818947
Cu0.814951-Al0.185049,1.250921701771807,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.83252275,0.07685870149135685,0.9101803136286568,0.034283702009482456
Cu0.80511-Al0.19489,1.2503188173113755,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8320722500000001,0.0771488648162596,0.9101678661710169,0.03446845364919958
Cu0.811156-Fe0.188844,1.2432023014003482,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8392162499999999,0.07750273494166189,0.8981871448942342,0.0500087913861911
Cu0.811588-Fe0.188412,1.2432023014003482,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8392162499999999,0.07750273494166189,0.8981871448942342,0.0500087913861911
Ti0.237576-Cu0.762424,1.2403751615077554,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8300394999999999,0.07861204560848165,0.9026763232923894,0.04205341054808608
Cu0.778059-W0.221941,1.2371343138255373,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8649897499999999,0.08682083265229318,0.873960299752542,0.07751076990004929
Cu0.719176-Ti0.280824,1.2339858412919724,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8206835000000001,0.07944081477899126,0.9048332214740293,0.03938228918949418
Cu0.74014-Mn0.162572-Al0.097288,1.2317700277115986,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8146017499999999,0.06996215233565574,0.9017119381473404,0.036034623093730477
Cu0.71151-Fe0.122029-Al0.166461,1.2293108055544923,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8080562499999999,0.06850431901301915,0.9088401060304228,0.039605388633756206
Mo0.246986-Cu0.753014,1.2275612208375581,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8325555,0.07888395904586684,0.8865134073547477,0.05523297487973176
Fe0.129159-Cu0.691803-V0.179038,1.2219632619906748,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8132900000000001,0.07010292326287113,0.8938511694007732,0.04566817584897361
W0.267878-Cu0.732122,1.218974016695318,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8491647499999999,0.08556522406876228,0.8666757212437801,0.07763400354598474
Cu0.670047-Ti0.329953,1.215558241161424,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.80572775,0.08952047554854417,0.9020629871527001,0.037565839764318223
Cu0.659013-Fe0.340987,1.2148501551027457,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8139234999999999,0.07672973916774381,0.887416839243778,0.04859800692843127
Fe0.321039-Cu0.678961,1.214814092862574,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8139234999999999,0.07672973916774381,0.8872318172223472,0.04841062949671411
Cu0.698895-W0.301105,1.2105745251057802,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.842683,0.08796147785252358,0.8644169440814502,0.07826437549257373
Mn0.148541-Fe0.191666-Cu0.659793,1.2085103691043708,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8079529999999999,0.07524221681343524,0.8840698441257253,0.04748087660159784
Cu0.766581-Ta0.233419,1.208029638745677,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.82946575,0.07515507244649226,0.8664760011899254,0.07078276996157529
Cu0.490381-Si0.013253-Al0.496366,1.1951101927249632,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7312080000000001,0.07002744273497355,0.9672584037535762,0.038302681070355664
Fe0.34655-Cu0.65345,1.1948718530756264,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.793639,0.07772032458758775,0.8852932653153454,0.04872769068373715
Cu0.663386-Cr0.336614,1.1929254625859675,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8199345,0.08096735968740736,0.8687379932922419,0.08467859877340873
V0.318417-Cu0.593666-Al0.087917,1.1920715429947928,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7835175000000001,0.07952658922492525,0.896967808991535,0.0486606417627683
Al0.222007-Cu0.669784-Ta0.108209,1.1910495769035003,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.81391975,0.07442438409175785,0.8671905271734647,0.0800569018970605
Mn0.317521-Cu0.682479,1.1907216996124872,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8012715,0.09027928036238433,0.8714988586635445,0.04302563358908718
Ti0.401394-Cu0.598606,1.186148814797691,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.779152,0.09555659080356517,0.8987767112607866,0.04032843908075951
Cu0.665158-Mn0.334842,1.1844089211440652,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7953502499999999,0.09273841403343867,0.8714988586635445,0.04302563358908718
Cu0.627143-Nb0.372857,1.1838174341550411,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.80348,0.0842861481798759,0.8674905294516825,0.06523606059741673
Cu0.615377-Mo0.172082-Al0.04906-Nb0.163481,1.1745238495764478,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.80701275,0.07936822711222355,0.8563667133745,0.08465090649577921
Al0.502632-Cu0.466838-Cr0.03053,1.1728253358345808,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.70709,0.07427857177544543,0.9712682149195896,0.04151291100485936
Si0.194992-Cu0.805008,1.1712377938456384,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.8396504999999999,0.07686348059872124,0.8322735326962822,0.1326659588189781
Cu0.522894-Nb0.114836-Fe0.217323-Ti0.144946,1.1637338610065215,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.769169,0.08433922731445906,0.8787905477901974,0.05514219184190549
Fe0.394739-Cu0.480876-Mn0.05092-Cr0.073464,1.1581350369062897,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.75276625,0.07142293240575814,0.8820646645448044,0.05006053463309616
Cu0.584927-Mo0.117426-Fe0.297646,1.1571763792223944,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.756035,0.0745055075145455,0.883123798852175,0.05831799269510341
Fe0.208913-Cu0.510102-Ti0.280985,1.1559326999893453,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7440235,0.07186008869845624,0.8899886619442837,0.047344029231978176
Nb0.211549-Cu0.531269-Fe0.257182,1.151353644038189,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7691165000000001,0.0883292250772642,0.8709838827136661,0.07027461388513481
V0.499735-Cu0.500265,1.1500274929488958,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7429965,0.07501164334788298,0.8879612873227782,0.053603680251416964
Cu0.683324-Ta0.295512-Al0.021164,1.1484438702805522,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.80955,0.0821541287763433,0.8254758028393789,0.10643739976871694
Mo0.34369-Fe0.048483-Cu0.464672-V0.143156,1.147283871013998,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7619605000000002,0.0726027887876905,0.863132149441563,0.06829688282703135
Cu0.432364-V0.0547-Al0.512936,1.1438584231275675,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.67969675,0.08208994702116391,0.9698731573884717,0.04239141872999747
V0.525527-Cu0.474473,1.1428220286079724,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7341165000000001,0.07511981997282739,0.8888574312609667,0.05287338038606434
Mo0.10403-V0.290236-Ta0.089358-Cu0.516376,1.1425941874756753,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7611105,0.07772846142019021,0.8630985890663916,0.07293257847758135
Si0.099589-Cu0.489655-Al0.410756,1.137824217843483,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7319070000000002,0.06950335855913727,0.9129114443026523,0.10209401327350617
Mo0.406881-Cu0.510807-Nb0.082311,1.1363430352012267,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7723234999999999,0.08300177918424398,0.8425841226721665,0.07774469180831094
Mo0.476177-V0.014315-Cu0.509508,1.1334244149076913,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7645557500000001,0.07496185266145372,0.8428666746918222,0.07602755959442381
Ta0.180181-Mo0.347848-Cu0.47197,1.128681366539525,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7569082500000001,0.0780439516838909,0.8472740056247722,0.07420720289182728
Cu0.485658-W0.332536-V0.181806,1.1278444859477434,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7655617499999999,0.07732549999474622,0.8293255165595754,0.06956549746263055
W0.311212-Cu0.505124-Fe0.183665,1.1272611226572868,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7629895000000001,0.07907464868559327,0.832805546867474,0.06870723995977301
Cu0.519593-Nb0.480407,1.1250100288903198,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7584417499999999,0.08962935132777375,0.8501879879258518,0.07962149582257605
Ta0.228208-Fe0.186088-Cu0.585704,1.1248589423364121,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7582899999999999,0.0806632424032161,0.8427886937166806,0.07752494231814694
Nb0.455931-Cu0.544069,1.1235297889995457,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7562717500000001,0.09077375124141063,0.8514101942912271,0.07912850518393798
Nb0.460046-Cu0.539954,1.1235297889995457,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,5.968401699443916e-12,6.911793223632278e-13,0.7562717500000001,0.09077375124141063,0.8514101942912271,0.07912850518393798
