formula,score,activation_mean_x,activation_std_x,thermal_mean_x,thermal_std_x,ductility_mean_x,ductility_std_x,activation_mean_y,activation_std_y,thermal_mean_y,thermal_std_y,ductility_mean_y,ductility_std_y,reason,experiment,raw
Al1.0,0.18936195522932708,1.1068199039039037,0.14132523979961817,0.4207551576576576,0.04109183283449326,0.9328624970970053,0.029941033811952678,,,,,,,,,
Al1.0,0.18936195522932708,1.1068199039039037,0.14132523979961817,0.4207551576576576,0.04109183283449326,0.9328624970970053,0.029941033811952678,,,,,,,,,
Al1.0,0.18936195522932708,1.1068199039039037,0.14132523979961817,0.4207551576576576,0.04109183283449326,0.9328624970970053,0.029941033811952678,,,,,,,,,
Al1.0,0.18936195522932708,1.1068199039039037,0.14132523979961817,0.4207551576576576,0.04109183283449326,0.9328624970970053,0.029941033811952678,,,,,,,,,
Al1.0,0.18936195522932708,1.1068199039039037,0.14132523979961817,0.4207551576576576,0.04109183283449326,0.9328624970970053,0.029941033811952678,,,,,,,,,
Al1.0,0.18936195522932708,1.1068199039039037,0.14132523979961817,0.4207551576576576,0.04109183283449326,0.9328624970970053,0.029941033811952678,,,,,,,,,
Al1.0,0.18936195522932708,1.1068199039039037,0.14132523979961817,0.4207551576576576,0.04109183283449326,0.9328624970970053,0.029941033811952678,,,,,,,,,
Al1.0,0.18936195522932708,1.1068199039039037,0.14132523979961817,0.4207551576576576,0.04109183283449326,0.9328624970970053,0.029941033811952678,,,,,,,,,
Al1.0,0.18936195522932708,1.1068199039039037,0.14132523979961817,0.4207551576576576,0.04109183283449326,0.9328624970970053,0.029941033811952678,,,,,,,,,
Al1.0,0.18936195522932708,1.1068199039039037,0.14132523979961817,0.4207551576576576,0.04109183283449326,0.9328624970970053,0.029941033811952678,,,,,,,,,
Al1.0,0.18936195522932708,1.1068199039039037,0.14132523979961817,0.4207551576576576,0.04109183283449326,0.9328624970970053,0.029941033811952678,,,,,,,,,
Al1.0,0.18936195522932708,1.1068199039039037,0.14132523979961817,0.4207551576576576,0.04109183283449326,0.9328624970970053,0.029941033811952678,,,,,,,,,
Al0.471402-W0.528598,0.1856591107085954,1.070988183923684,0.0998211836218723,0.4721670217737718,0.031144491892936593,0.8620527208733084,0.15385915212912613,,,,,,,,,
Mn0.071811-Al0.928189,0.1786143447669841,1.122175678178178,0.13848480500075133,0.42117140765765754,0.0415733361709815,0.9306705487012712,0.03378396992517633,,,,,,,,,
Cu0.0399-Al0.9601,0.1777094488230948,1.1303658033033033,0.15141877363613562,0.42620103553553546,0.03324315230742533,0.9326942618456292,0.033509469767145666,,,,,,,,,
W0.378544-Al0.621456,0.17140340190889794,1.057071763843764,0.08667612281227499,0.42422426506351507,0.0403732849548519,0.8832002872768154,0.13813946900311466,,,,,,,,,
Al0.868153-Mn0.131847,0.17128218688164187,1.1280363763763763,0.14361315537437638,0.42122232657657654,0.04271509902304256,0.9303460468930175,0.036681018970735516,,,,,,,,,
W0.410094-Al0.589906,0.16732064889093773,1.0653617538537539,0.09275884912623779,0.42798969679369675,0.039586164628455434,0.8829149007648996,0.13865990217049856,,,,,,,,,
Al0.870395-V0.129605,0.16415469537623414,1.128262972031972,0.14166019237337132,0.4155145212712712,0.043325640714904176,0.9284330808779321,0.03979026460043974,,,,,,,,,
Cr0.071692-Al0.928308,0.16380947547423372,1.1302488058058058,0.15910139260707917,0.4240002372372372,0.038815170340811396,0.9285255489014775,0.04397539679381636,,,,,,,,,
Si0.069231-Al0.930769,0.16161356297439033,1.1132594039039039,0.1352617571665813,0.41993576976976965,0.04193206586894056,0.9192520890869764,0.07261677928509286,,,,,,,,,
Ti0.227236-Al0.648957-Mo0.123807,0.16029856969642703,1.1468234114114113,0.15174576312931978,0.42131587987987984,0.039149432413667834,0.9414255279243099,0.048222284715022344,,,,,,,,,
Mo0.691478-Al0.308522,0.15632071165291056,1.0431805,0.07719706451510965,0.45926660169085165,0.04418960443814412,0.7390061838763328,0.06489993153338533,,,,,,,,,
Ti0.110215-W0.889785,0.15553140991069656,1.0647189500499499,0.09325055830777475,0.5373600561938061,0.046043495635474586,0.6407562707022225,0.044993528694482025,,,,,,,,,
Ti0.565558-Al0.434442,0.1516950799428668,1.0948920945945946,0.08646559105680428,0.3855048841341342,0.04661366391515834,0.8964988378735044,0.057479149391037085,,,,,,,,,
Al0.43658-Ti0.56342,0.1516950799428668,1.0948920945945946,0.08646559105680428,0.3855048841341342,0.04661366391515834,0.8964988378735044,0.057479149391037085,,,,,,,,,
Mo0.661946-Ti0.338054,0.14848150244776206,1.0727015,0.07144246389753087,0.46825665309690306,0.06621869555275768,0.7443579421536383,0.052197217128795784,,,,,,,,,
W0.430212-Mo0.569788,0.1469097199925525,1.0768634100899102,0.08811758687034972,0.5278441046453546,0.052605999422378466,0.6511827738096733,0.041130394757583004,,,,,,,,,
Mo0.538676-W0.461324,0.1460620284363472,1.07709391008991,0.08797640594814148,0.5278441046453546,0.052605999422378466,0.6502611800457047,0.04166266392435188,,,,,,,,,
Mo0.309059-W0.690941,0.14571827574316737,1.0793654500499499,0.08509358735326952,0.5300536046453546,0.05201950222319954,0.6448207213172378,0.039394738418592125,,,,,,,,,
Mo0.336152-W0.663848,0.14543097009747516,1.0807059400599401,0.08616761644247166,0.5302115804195803,0.052161713784966465,0.6458144371553864,0.03873204611609927,,,,,,,,,
W0.596758-Al0.403242,0.1446256074934027,1.081401604003604,0.10050015464934446,0.47419160219335216,0.02700740558251081,0.8053623848846189,0.16380069729120256,,,,,,,,,
W0.542317-Mo0.457683,0.14413296167989992,1.0818943901098903,0.08864290001542315,0.5299016046453545,0.053648027488078724,0.6496409208138872,0.041275074804791596,,,,,,,,,
Mo0.375854-W0.624146,0.14389390991207396,1.08283186013986,0.08619266640819039,0.5295873304195804,0.05271741261268524,0.6464539218248495,0.038359732170479485,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
Mo1.0,0.14348476816045125,1.10137448001998,0.13154187234029524,0.5219189273226773,0.07173209088781368,0.7271461335839287,0.050989183192709855,,,,,,,,,
W0.298997-Mo0.701003,0.14282136912496984,1.0850024200799202,0.09425160074504942,0.5286698788711288,0.05387991540489603,0.654881162623702,0.03914040231334244,,,,,,,,,
V0.030685-Mo0.50547-Al0.463845,0.14176475485925577,1.1080008624423625,0.1390044914858534,0.41670296025871023,0.043570850861182696,0.9107119193912826,0.10466101651030256,,,,,,,,,
V0.27656-Al0.72344,0.13894513071175404,1.1466026107906107,0.1436426074207358,0.40201211161161154,0.04251915439563443,0.9276625150758298,0.042592518958199446,,,,,,,,,
Mo0.756682-Ti0.243318,0.1348158595977398,1.1009655,0.1252780845150101,0.4981188304195804,0.06835326886801565,0.7406534050500767,0.049628223641795664,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
W1.0,0.13428206612828178,1.07984795004995,0.09598681728810633,0.5342582819680319,0.05126803712784342,0.6329081134048335,0.04871135972374287,,,,,,,,,
